Assessment_id,Assessment_link,Assessment_boundry,link_confirmation,Assessment_factors,Assessment_authors,Adaptation_plan,Organization_id
1089,https://sites.google.com/trondheim.kommune.no/klimatilpasning/temaplan-for-klimatilpasning?authuser=0   For short version (in english) :   https://sites.google.com/trondheim.kommune.no/klimatilpasning/english?authuser=0,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",Dedicated team within jurisdiction; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,54488
1090,Ugu CCRS - Final Draft - 01 March 2017.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached,A process has been established for prioritizing identified hazards; Assessment considers water security,Consultant,Adaptation plan,54559
1091,https://drive.google.com/file/d/1lZDK-c48-hy4WAoFACyc19ich8PlF1OW/view?usp=drive_link,Same - covers entire jurisdiction and nothing else,The assessment has been attached,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers water security,Regional/ state/ provincial government,Adaptation goal(s) and adaptation plan,63616
1092,Boulder County Climate Localization & GIS Equity Mapping - https://protect-us.mimecast.com/s/nwhECKr75kUDvk61ivOPli?domain=storymaps.arcgis.com,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Consultant; Dedicated team within jurisdiction; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,74414
1093,https://www.london.gov.uk/sites/default/files/les_post_adoption_statement_final.pdf and  https://www.london.gov.uk/what-we-do/environment/london-environment-strategy,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Regional/ state/ provincial government,Adaptation goal(s) and adaptation plan,843399
1094,The Sydney Equality Indicators Framework (1).pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached and can be accessed (unrestricted) on the link provided,Assessment considers vulnerable populations,Consultant,Adaptation goal(s) and adaptation plan,31114
1095,221122 Belfast Yards Complete.pdf,"Smaller - covers only part of the jurisdiction, please explain exclusions: Covers one segment of harbor area especially vulnerable to inundation",The assessment has been attached,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,841960
1096,https://www.aberdeenshire.gov.uk/media/27479/local-flood-risk-management-plan-2022-2028.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Covers neighbouring local authorities Aberdeen City and Moray",The assessment can be accessed (unrestricted) on the link provided,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,917874
1097,"Montes de Oca - descripcion de amenazas.pdf, Montes de Oca (1).pdf",Same - covers entire jurisdiction and nothing else,The assessment has been attached,A process has been established for prioritizing identified hazards,National/ central government,Adaptation goal(s) and adaptation plan,845301
1098,https://unfccc.int/documents/627770,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Greece. 2023 National Inventory Report (NIR) (for the whole country)",The assessment can be accessed (unrestricted) on the link provided,"Other, please specify: GHG emissions inventory at national level",National/ central government,Adaptation goal(s) and adaptation plan,31149
1099,cap08_cicle_aigua-20180227.pdf,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",Consultant; Dedicated team within jurisdiction; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,1499
1100,https://www.albanycounty.com/government/county-executive/albany-county-climate-resiliency-plan,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: County level",The assessment can be accessed (unrestricted) on the link provided,"Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems",Consultant; Regional/ state/ provincial government; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,54102
1101,Evaluacion ICFSR_2023_San Antonio.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached,Assessment considers nature; Assessment considers vulnerable populations; Assessment includes sectors and/or urban systems,National/ central government,Incomplete report,863533
1102,BCP Council - CRVA report FINAL.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",Consultant,Adaptation goal(s) and adaptation plan,54521
1103,https://www.hunterjo.com.au/wp-content/uploads/2021/05/coastal-councils-adaptation-plan-final.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Regional Coastal Councils",The assessment can be accessed (unrestricted) on the link provided,"Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems",Consultant; Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,54265
1104,PLAC Villa Carlos Paz 2022.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5)","Dedicated team within jurisdiction; Other, please specify: Asociación Civil Red Argentina de Municipios frente al Cambio Climático",Adaptation goal(s) and adaptation plan,848970
1105,Climate Change Vulnerability Assessment.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",Consultant; Dedicated team within jurisdiction,Adaptation plan,73676
1106,https://www.tweed.nsw.gov.au/files/assets/public/documents/environment/climate-amp-sustainability/2023-tsc-climate-change-risk-assessment.pdf,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,59958
1107,https://city.milwaukee.gov/ImageLibrary/Groups/cityGreenTeam/documents/MilwaukeeClimateVulnerability-compressed.pdf,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant,Adaptation goal(s) and adaptation plan,43908
1108,https://sistema.adaptabrasil.mcti.gov.br/,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",Question not applicable,Adaptation goal(s),840076
1109,PE7 Vulnerability- HAZARD MITIGATION PLAN REVISED (002).pdf,,The assessment has been attached,,,Incomplete report,866598
1110,This is an internal risk assessment which covers other council operations and so I am unable to share publicly at the moment.,Same - covers entire jurisdiction and nothing else,Unable to provide an attachment and/or direct link to the assessment as it is not yet published,"Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: Energy, transport, housing, biodiversity - focus is specifically on vulnerable groups and communities.",Question not applicable,Adaptation goal(s) and adaptation plan,60108
1111,https://experience.arcgis.com/experience/aec3fc23a4134a3da32c7cb2cf3b66da,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"A process has been established to update the assessment at least every five years; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners",Consultant; Dedicated team within jurisdiction; Regional/ state/ provincial government; Relevant department within jurisdiction,Incomplete report,31148
1112,https://www.city.yokohama.lg.jp/kurashi/machizukuri-kankyo/ondanka/jikkou/joureihoukoku.files/0001_20220920.pdf,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,31113
1113,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiLoIWj2cT_AhXTjVwKHW3aDEwQFnoECCMQAQ&url= https%3A%2F%2Fwww.ipcc.ch%2Fapps%2Fnjlite%2Far5wg2%2Fnjlite_download2.php%3Fid%3D8350&usg=AOvVaw07EbzcB0oQbwLqiLIj4y6s,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,Assessment considers nature; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant,Adaptation goal(s) and adaptation plan,35858
1114,"DEC_DAL_123181_1276__30-11-2022__.pdf, ESTRATEGIA MITIGACIÓN Y ADAPTACIÓN AL CC - MLB.pdf",Same - covers entire jurisdiction and nothing else,The assessment has been attached,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems",Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,863000
1115,http://energibyen.dk/sites/default/files/miljoeberedskabsplan_-_godkendt_pmu_16-08-2016.pdf,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"Other, please specify: Assessment considers risk analyzes of cultral values, vulnerable citizens, floods, rise in groundwater, coastal protection and drought",Dedicated team within jurisdiction,Adaptation plan,60577
1116,"Analisis-riesgo-vulneralidad-Envigado.pdf, Anexo2_Análisis de vulnerabilidad y riesgo IDEAM_2017.xlsx",Same - covers entire jurisdiction and nothing else,The assessment has been attached,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant; Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,73734
1117,https://www.cityofdubuque.org/DocumentCenter/View/49034/Climate-Vulnerability-Assessment-2019,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: All studies done are to the scope of the cities boundaries or compared to the state or surrounding states.",The assessment has been attached,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant; Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,54116
1118,https://ims.gov.il/sites/default/files/inline-files/%D7%93%D7%95%D7%97%20%D7%A8%D7%A9%D7%95%D7%AA%20%D7%94%D7%9E%D7%99%D7%9D%20%D7%9E%D7%A8%D7%A5%202021.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The",The assessment has been attached and can be accessed (unrestricted) on the link provided,,National/ central government,Adaptation goal(s) and adaptation plan,35885
1119,https://www.boston.gov/departments/environment/climate-ready-boston,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5)","Consultant; Other, please specify: Nonprofit partner; Relevant department within jurisdiction",Adaptation goal(s) and adaptation plan,35268
1120,,"Smaller - covers only part of the jurisdiction, please explain exclusions: Covers only water and wastewater management infrastructure","Unable to provide an attachment and/or direct link to the assessment, please specify why: The assessment is not to be published due to its containing sensitive information",Identified hazards have been incorporated into the jurisdictions overall risk management framework,Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,867237
1121,https://www.montgomerycountymd.gov/OEMHS/Resources/Files/HMP2018-FinalPlan-FEMAApproved.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Montgomery County Maryland",The assessment can be accessed (unrestricted) on the link provided,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Regional/ state/ provincial government,Adaptation goal(s) and adaptation plan,59563
1122,https://www.tel-aviv.gov.il/Lists/digitalPostList/Attachments/10179/%D7%AA%D7%9B%D7%A0%D7%99%D7%AA%20%D7%A4%D7%A2%D7%95%D7%9C%D7%94%20-%20%D7%94%D7%99%D7%A2%D7%A8%D7%9B%D7%95%D7%AA%20%D7%A2%D7%99%D7%A8%D7%95%D7%A0%D7%99%D7%AA%20%D7%9C%D7%A9%D7%99%D7%A0%D7%95%D7%99%D7%99%20%D7%90%D7%A7%D7%9C%D7%99%D7%9D%202020.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached and can be accessed (unrestricted) on the link provided,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant; Dedicated team within jurisdiction; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,35885
1123,https://www.accesskent.com/Sheriff/pdfs/GGRHazMitPlan_2022.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Cover City of GR, Kent and Ottawa Counties",The assessment can be accessed (unrestricted) on the link provided,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant; Dedicated team within jurisdiction; Regional/ state/ provincial government,Adaptation goal(s),54034
1124,CDEMGroupPlan2018-23-web2.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Civil Defence Emergency Management Plan for our region (Taranaki)",The assessment has been attached,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Regional/ state/ provincial government,Incomplete report,54277
1125,"Bericht-Anpassung-an-den-Klimawandel-im-Kanton-Basel-Stadt-2021 (6).pdf, Energiestatistik (3).pdf",Same - covers entire jurisdiction and nothing else,The assessment has been attached and can be accessed (unrestricted) on the link provided,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Other, please specify: Increasing heat stress, Increasing summer drought, Increasing flood risk, Change in storm and hail activity, Impairment of water, soil and air quality, Unexpected events and combined risks.",Regional/ state/ provincial government,Adaptation goal(s),31151
1126,https://www.lansstyrelsen.se/stockholm/om-oss/vara-tjanster/publikationer/2011/stockholm---varmare-blotare.-------klimat--och-sarbarhetsanalys-for-stockholms-lan.html,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: It covers the Stockholm County where the municipality of Stockholm is one of several municipalities",The assessment can be accessed (unrestricted) on the link provided,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,National/ central government,Adaptation goal(s) and adaptation plan,3429
1127,https://www.giz.de/en/downloads/Report%20%E2%80%93%20Vulnerability%20Assessment%20and%20Adaptation%20Action%20Plan%20for%20Tirana%20Albania%20(2015).pdf,"Smaller - covers only part of the jurisdiction, please explain exclusions: The study was developed before the new territorial reform, covering only the metropolitan boundary of Tirana, without the new rural Administrative Units.",The assessment can be accessed (unrestricted) on the link provided,A process has been established for prioritizing identified hazards; Identified hazards have been incorporated into the jurisdictions overall risk management framework,International organization,Adaptation plan,59163
1128,Percentage of emissions reduction (including offsets and carbon dioxide removal),Same - covers entire jurisdiction and nothing else,The assessment has been attached,Assessment considers vulnerable populations,Consultant; Dedicated team within jurisdiction; National/ central government; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,834120
1129,"O_Compromisso_de_Agueda.pdf, Pacote_clima-energia_da_EU_-_apoio_ao_cidad_o.pdf, Pacto_Autarcas_Compromisso.pdf, PAES.pdf","Larger - covers the whole jurisdiction and adjoining areas, please explain additions: A base de estudo extravasa a área da cidade propriamente dita, abrange pela natureza dos estudos e medidas efetuados a região em que o município se encontra localizado. Assim sendo, vai além do que é considerado espaço urbano , ou ""a cidade"".",The assessment has been attached and can be accessed (unrestricted) on the link provided,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant; Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,55325
1130,/https://miami-dade-county-sea-level-rise-strategy-draft-mdc.hub.arcgis.com,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"A process has been established for prioritizing identified hazards; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",Consultant; Dedicated team within jurisdiction; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,73810
1131,"Anexo 2530522_Biquinha.pdf, Anexo 2530522_DonaZinha.pdf, Anexo 2530522_Igrejinha.pdf, Anexo 2530522_JardimAlvorada.pdf, Anexo 2530522_Marinheiro.pdf, Anexo 2530522_SemTerra.pdf, Anexo 2530522_TrezentosEQuarenta.pdf","Smaller - covers only part of the jurisdiction, please explain exclusions: O estudo de avaliação de risco a movimento gravitacionais de massa encontra-se em fase de contratação. A carta se refere a áreas pontuais elencadas a partir do inventário de ocorrências da SMDCG e projetos para regularização fundiária.",The assessment has been attached,Assessment considers vulnerable populations,Dedicated team within jurisdiction,Incomplete report,57509
1132,Klimatanpassningsplan - antagandehandling.pdf,"Smaller - covers only part of the jurisdiction, please explain exclusions: No explanation found",The assessment has been attached,Assessment considers nature; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Question not applicable,Adaptation plan,840195
1133,"FINAL_MWCOG CRVA Summary and Gap Analysis.xlsx, Metropolitan Washington 2030 Climate and Energy Action Plan_FINAL.pdf",Same - covers entire jurisdiction and nothing else,The assessment has been attached,"Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems",Regional/ state/ provincial government,Adaptation goal(s) and adaptation plan,63762
1134,,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions",Unable to provide an attachment and/or direct link to the assessment as it is not yet published,Assessment considers vulnerable populations,Regional/ state/ provincial government,Adaptation goal(s),54619
1135,https://s3.amazonaws.com/newbedford-ma/wp-content/uploads/sites/39/20200812074934/New-Bedford-Harbor_Resilient_Design_Guidlines.pdf,"Partial - covers part of the jurisdiction and adjoining areas, please explain exclusions/additions: This document covers the entire shoreline of New Bedford Harbor",The assessment can be accessed (unrestricted) on the link provided,Assessment considers nature; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant; Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,58668
1136,Análise de risco e vulnerabilidade climática.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,"Other, please specify: Observatório Mudanças Climáticas de São Leopoldo; Regional/ state/ provincial government; Relevant department within jurisdiction",Adaptation goal(s) and adaptation plan,60349
1137,CN28 Risk Register Q3 22_23 Update_redacted.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,13506
1138,ESTRATEGIA_ENG.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached and can be accessed (unrestricted) on the link provided,Assessment considers nature; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant,Adaptation goal(s) and adaptation plan,31176
1139,https://www.diva-portal.org/smash/get/diva2:1549425/FULLTEXT01.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The report covers the development of climate change in the Stockholm region and Sweden.",The assessment can be accessed (unrestricted) on the link provided,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems,Question not applicable,Adaptation goal(s) and adaptation plan,861779
1140,Copy of QC_Risk_Atlas.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached,A process has been established for prioritizing identified hazards; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,"Dedicated team within jurisdiction; Other, please specify: Earthquakes and Megacities Initiative (EMI)",Adaptation goal(s) and adaptation plan,54348
1141,https://www.pgt.comune.milano.it/componenti-geologica-idrogeologica-e-sismica,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant; Regional/ state/ provincial government; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,31173
1142,"69091_disasterriskreportselangorfinal19mb.pdf, Malaysia-2019-v2.4.1-web-compressed.pdf, Training-of-Trainers-Guidebook-English.pdf","Larger - covers the whole jurisdiction and adjoining areas, please explain additions",The assessment has been attached,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant; International organization; National/ central government; Regional/ state/ provincial government,Adaptation goal(s) and adaptation plan,54360
1143,Rapport final Evaluations des Risques et Vunérabilités (ERV) _ Ville de Pikine.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: l'étude couvre une partie adjacente correspondant au  nouveau département de Keur Massar. La principale raison est que le département dekeur masser faisant partie intégrante de la Ville de Pikine au moment de l'évaluation de la vulnérabilité",The assessment has been attached,Assessment considers vulnerable populations; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems,Community group; Consultant; Dedicated team within jurisdiction; National/ central government,Adaptation goal(s) and adaptation plan,831615
1144,http://pianostrutturale.comune.fi.it,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,36285
1145,DS21_7178 ECAC_Commission_Report-Final.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Includes Thurrock and Southend-on-Sea Councils too.",The assessment has been attached and can be accessed (unrestricted) on the link provided,Assessment considers nature; Assessment considers water security; Assessment includes consultation with partners,"Other, please specify: Essex Climate Action Commission",Adaptation goal(s) and adaptation plan,5871
1146,2018_LA_HMP_Final_2018-11-30.pdf,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",Consultant,Adaptation goal(s) and adaptation plan,10894
1147,Kommende lukning af Taastrup Valby Kildeplads.pdf,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,Assessment considers nature,"Consultant; Other, please specify: municipal environmental center",Adaptation goal(s),58489
1148,"2022.06.23 ROS 2017 Arendal Kommune.pdf, ROS-2017 Vedlegg 1 Enkeltanalyser.PDF, RoS-2017 Vedlegg 2 Sektoranalyse vann og avløp.PDF, ROS-2017 Vedlegg 3 Store arrangementer.PDF",Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,60229
1149,https://www.shorelinewa.gov/home/showpublisheddocument/48830/637317168750170000,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Other, please specify: Assessment considers impacts to the city stormwater infrastructure, parks and open spaces, buildings and development, transportation, emergency services, and human health.",Question not applicable,Adaptation goal(s) and adaptation plan,74568
1150,https://ppid.dephub.go.id/fileupload/informasi-berkala/laporan_RITJ.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Penyusunan Rencana Induk Jabodetabek (Jakarta- Bogor - Depok - Tanggerang - Bekasi)",The assessment can be accessed (unrestricted) on the link provided,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Community group; Consultant; Dedicated team within jurisdiction; International organization; National/ central government; Regional/ state/ provincial government; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,31166
1151,Northumbria_Community-Risk-Register-2021-2022.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: North East - Northumberland, North Tyneside, Gateshead, Newcastle, South Tyneside, Sunderland",The assessment has been attached,"Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",Regional/ state/ provincial government,Adaptation goal(s),13490
1152,vulnerabillity-assessment.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Because Oberlin does not have agricultural areas within its boundaries but we rely on farms within the region for our local produce we considered the impacts of climate on local farmers within a 100 mile radius",The assessment has been attached,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework","Community group; International organization; Other, please specify: We worked with an Environmental Studies course at Oberlin College who supported the vulnerability assessment; Relevant department within jurisdiction",Adaptation goal(s) and adaptation plan,74539
